paper,year,month,title,outlet
w26808,2020,2,What Determines Consumer Financial Distress? Place- and Person-Based Factors,NA
w26809,2020,2,Trust and Saving in Financial Institutions,NA
w26810,2020,2,Human Capital as Engine of Growth -- The Role of Knowledge Transfers in Promoting Balanced Growth Within and Across Countries,2
w26811,2020,2,Intended and Unintended Effects of Banning Menthol Cigarettes,2
w26812,2020,2,Prices and Federal Policies in Opioid Markets,NA
w26813,2020,2,Early Childhood Care and Cognitive Development,NA
w26814,2020,3,Contingent Linear Financial Networks,NA
w26815,2020,3,Issuance Overpricing of China's Corporate Debt Securities,2
w26816,2020,3,A Model of Cryptocurrencies,NA
w26817,2020,3,Perceived Precautionary Savings Motives: Evidence from FinTech,NA
w26818,2020,3,The Long-lasting Effects of Living under Communism on Attitudes towards Financial Markets,NA
w26819,2020,3,The Green Books and the Geography of Segregation in Public Accommodations,NA
w26820,2020,3,"Capital Flows, Real Estate, and Local Cycles: Evidence from German Cities, Banks, and Firms",2
w26821,2020,3,Winners and Losers? The Effect of Gaining and Losing Access to Selective Colleges on Education and Labor Market Outcomes,NA
w26822,2020,3,The Effects of Professor Gender on the Post-Graduation Outcomes of Female Students,NA
w26823,2020,3,Risks to Human Capital,NA
w26824,2020,3,A Model of Scientific Communication,1
w26825,2020,3,"Terrorist Attacks, Cultural Incidents and the Vote for Radical Parties: Analyzing Text from Twitter",NA
w26826,2020,3,Online Estimation of DSGE Models,2
w26827,2020,3,The Structure of Multinational Firms' International Activities,NA
w26828,2020,3,Market Fragmentation,1
w26829,2020,3,Convex Supply Curves,NA
w26830,2020,3,A Quantitative Analysis of Distortions in Managerial Forecasts,NA
w26831,2020,3,When a Master Dies: Speculation and Asset Float,2
w26832,2020,3,"Mandated Sick Pay: Coverage, Utilization, and Welfare Effects",NA
w26833,2020,3,Robustly Optimal Monetary Policy in a New Keynesian Model with Housing,2
w26834,2020,3,Language Training and Refugees' Integration,NA
w26835,2020,3,The Effect of Open-Air Waste Burning on Infant Health: Evidence from Government Failure in Lebanon,NA
w26836,2020,3,Education and Health Over the Life Cycle,2
w26837,2020,3,Gender Roles and the Gender Expectations Gap,NA
w26838,2020,3,Rising Bank Concentration,2
w26839,2020,3,Urbanization and its Discontents,2
w26840,2020,3,Happiness and the Quality of Government,NA
w26841,2020,3,Administrative Discretion in Scientific Funding: Evidence from a Prestigious Postdoctoral Training Program,2
w26842,2020,3,How Developmental Neuroscience Can Help Address the Problem of Child Poverty,2
w26843,2020,3,The International Market for Corporate Control,NA
w26844,2020,3,Searching for STARs: Work Experience as a Job Market Signal for Workers without Bachelor's Degrees,NA
w26845,2020,5,The Environmental Bias of Trade Policy,1
w26846,2020,3,Rebates in the Pharmaceutical Industry: Evidence from Medicines Sold in Retail Pharmacies in the U.S.,NA
w26847,2020,3,The Risk of Caution: Evidence from an R&D Experiment,NA
w26848,2020,3,The Weak State Trap,2
w26849,2020,3,A Method to Estimate Discrete Choice Models that is Robust to Consumer Search,NA
w26850,2020,3,Unpacking Household Engel Curves,NA
w26851,2020,3,Capital Flow Waves---or Ripples? Extreme Capital Flow Movements Since the Crisis,2
w26852,2020,3,The Shadow Margins of Labor Market Slack,2
w26853,2020,3,Reforming Inefficient Energy Pricing: Evidence from China,NA
w26854,2020,3,Heterogeneous Globalization: Offshoring and Reorganization,NA
w26855,2020,3,Redrawing the Map of Global Capital Flows: The Role of Cross-Border Financing and Tax Havens,1
w26856,2020,3,Measuring the Cost of Regulation: A Text-Based Approach,NA
w26857,2020,3,Popular Economic Narratives Advancing the Longest U.S. Economic Expansion 2009-2019,2
w26858,2020,3,Wandering Astray: Teenagers' Choices of Schooling and Crime,NA
w26859,2020,3,Contagion of Fear,NA
w26860,2020,3,Immigration and Worker-Firm Matching,NA
w26861,2020,3,Reasonable Doubt: Experimental Detection of Job-Level Employment Discrimination,1
w26862,2020,3,Fiscal Federalism and the Budget Impacts of the Affordable Care Act's Medicaid Expansion,NA
w26863,2020,3,"Occupational Skill Premia around the World: New Data, Patterns and Drivers",NA
w26864,2020,3,Can Mentoring Help Female Assistant Professors in Economics? An Evaluation by Randomized Trial,2
w26865,2020,3,International Transactions: Real Trade and Factor Flows between 1700 and 1870,NA
w26866,2020,3,"The Coronavirus and the Great Influenza Pandemic: Lessons from the ""Spanish Flu"" for the Coronavirus's Potential Effects on Mortality and Economic Activity",NA
w26867,2020,3,What Will Be the Economic Impact of COVID-19 in the US? Rough Estimates of Disease Scenarios,NA
w26868,2020,3,Migration Costs and Observational Returns to Migration in the Developing World,2
w26869,2020,3,"Chain Restaurant Calorie Posting Laws, Obesity, and Consumer Welfare",NA
w26870,2020,3,Long-Term Health Insurance: Theory Meets Evidence,NA
w26871,2020,3,Out of the Woodwork: Enrollment Spillovers in the Oregon Health Insurance Experiment,NA
w26872,2020,3,FRED-QD: A Quarterly Database for Macroeconomic Research,2
w26873,2020,3,"Market Design, Human Behavior, and Management",2
w26874,2020,3,"Harry Johnson's ""Case for Flexible Exchange Rates"" -- 50 Years Later",2
w26875,2020,3,Same-Sex Couples and the Marital Surplus: The Importance of the Legal Environment,NA
w26876,2020,3,Understanding Cross-country Differences in Health Status and Expenditures,NA
w26877,2020,3,Comparing Alternative China and US Arrangements with CPTPP,NA
w26878,2020,3,Gross Worker Flows and Fluctuations in the Aggregate Labor Market,2
w26879,2020,3,"Medical Spending, Bequests, and Asset Dynamics Around the Time of Death",NA
w26880,2020,3,Early Childhood Education and Life-cycle Health,2
w26881,2020,3,What Do We Learn From Cross-Regional Empirical Estimates in Macroeconomics?,3
w26882,2020,3,The Macroeconomics of Epidemics,2
w26883,2020,3,Inference for Ranks with Applications to Mobility across Neighborhoods and Academic Achievement across Countries,NA
w26884,2020,3,Government Incentives for Entrepreneurship,3
w26885,2020,3,Copyright and Creativity. Evidence from Italian Opera During the Napoleonic Age,NA
w26886,2020,3,Innovation and Entrepreneurship in Housing,3
w26887,2020,3,Bank Stress Testing: Public Interest or Regulatory Capture?,NA
w26888,2020,3,The Mid-Life Dip in Well-Being: Economists (Who Find It) Versus Psychologists (Who Don't)!,NA
w26889,2020,3,Scientific Grant Funding,3
w26890,2020,3,Measuring Welfare and Inequality with Incomplete Price Information,NA
w26891,2020,3,Paying Outsourced Labor: Direct Evidence from Linked Temp Agency-Worker-Client Data,NA
w26892,2020,3,The Rise of For-Profit Experimental Medicine,NA
w26893,2020,3,"Self-Citation, Cumulative Advantage, and Gender Inequality in Science",NA
w26894,2020,3,The Economics of the Fed Put,2
w26895,2020,3,Off to a Good Start: The NBER and the Measurement of National Income,NA
w26896,2020,3,The Effects of State Scope of Practice Laws on the Labor Supply of Advanced Practice Registered Nurses,2
w26897,2020,3,The Virus of Fear: The Political Impact of Ebola in the U.S.,NA
w26898,2020,3,An Analytic Framework For Interpreting Investment Regressions In The Presence Of Financial Constraints,NA
w26899,2020,3,Externalities in International Tax Enforcement: Theory and Evidence,NA
w26900,2020,3,The Effect of Privacy Regulation on the Data Industry: Empirical Evidence from GDPR,NA
w26901,2020,3,An SEIR Infectious Disease Model with Testing and Conditional Quarantine,NA
w26902,2020,3,Data Gaps and the Policy Response to the Novel Coronavirus,NA
w26903,2020,3,Banking without Deposits: Evidence from Shadow Bank Call Reports,NA
w26904,2020,3,The Dynamic Efficiency in Resource Allocation: Evidence from Vehicle License Lotteries in Beijing,NA
w26905,2020,3,The Political-Economy Trilemma,2
w26906,2020,3,Human Mobility Restrictions and the Spread of the Novel Coronavirus (2019-n CoV) in China,2
w26907,2020,3,Learning about the Neighborhood,2
w26908,2020,3,Banking Crises without Panics,1
w26909,2020,3,The Incubator of Human Capital: The NBER and the Rise of the Human Capital Paradigm,NA
w26910,2020,3,Do College Applicants Respond to Changes in Sticker Prices Even When They Don't Matter?,NA
w26911,2020,3,Taming the Bias Zoo,2
w26912,2020,3,The Economics of Nicotine Consumption,NA
w26913,2020,3,On the Representativeness of Voter Turnout,NA
w26914,2020,3,The Gender Gap in Housing Returns,NA
w26915,2020,3,A Fisherian Approach to Financial Crises: Lessons from the Sudden Stops Literature,2
w26916,2020,3,"Expectations, reference points, and compliance with COVID-19 social distancing measures",NA
w26917,2020,4,The Coronavirus Epidemic Curve is Already Flattening in New York City,NA
w26918,2020,4,Macroeconomic Implications of COVID-19: Can Negative Supply Shocks Cause Demand Shortages?,NA
w26919,2020,4,Pareto-Improving Carbon-Risk Taxation,2
w26920,2020,4,What Explains the Gender Gap in Wealth? Evidence from Administrative Data,2
w26921,2020,4,Environmental Preferences and Technological Choices: Is Market Competition Clean or Dirty?,NA
w26922,2020,4,Rational Heuristics? Expectations and Behaviors in Evolving Economies with Heterogeneous Interacting Agents,2
w26923,2020,4,The Economics of Tobacco Regulation: A Comprehensive Review,NA
w26924,2020,4,Productivity Dispersion and Persistence Among the World's Most Numerous Firms,NA
w26925,2020,4,Public Information is an Incentive for Politicians: Experimental Evidence from Delhi Elections,NA
w26926,2020,4,The Economic Impact of a High National Minimum Wage: Evidence from the 1966 Fair Labor Standards Act,2
w26927,2020,4,Where Has All the Data Gone?,NA
w26928,2020,4,The Unintended Consequences of NGO-Provided Aid on Government Services in Uganda,NA
w26929,2020,4,The Brazilian Bombshell? The Long-Term Impact of the 1918 Influenza Pandemic the South American Way,NA
w26930,2020,4,How Political Insiders Lose Out When International Aid Underperforms: Evidence from a Participatory Development Experiment in Ghana,NA
w26931,2020,4,Culture and Gender Allocation of Tasks: Source Country Characteristics and the Division of Non-market Work among US Immigrants,2
w26932,2020,4,Changes in Assortative Matching: Theory and Evidence for the US,NA
w26933,2020,4,Changes in Assortative Matching and Inequality in Income: Evidence for the UK,2
w26934,2020,4,Longer-run Economic Consequences of Pandemics,2
w26935,2020,4,Estimating Macroeconomic Models of Financial Crises: An Endogenous Regime-Switching Approach,NA
w26936,2020,4,"Discrimination, Migration, and Economic Outcomes: Evidence from World War I",NA
w26937,2020,4,"The Rise of American Minimum Wages, 1912-1968",2
w26938,2020,4,Social Insurance and Public Assistance in the Twentieth-Century United States: 2019 Presidential Address for the Economic History Association,2
w26939,2020,4,Decomposing the Fiscal Multiplier,NA
w26940,2020,4,Indebted Demand,1
w26941,2020,4,The Saving Glut of the Rich,NA
w26942,2020,4,Is the Social Safety Net a Long-Term Investment? Large-Scale Evidence from the Food Stamps Program,NA
w26943,2020,4,The Murder-Suicide of the Rentier: Population Aging and the Risk Premium,NA
w26944,2020,4,Quitting in Protest: Presidential Policymaking and Civil Service Response,2
w26945,2020,4,The Unprecedented Stock Market Impact of COVID-19,NA
w26946,2020,4,Polarization and Public Health: Partisan Differences in Social Distancing during the Coronavirus Pandemic,2
w26947,2020,4,The Impact of COVID-19 on Gender Equality,NA
w26948,2020,4,How Many Jobs Can be Done at Home?,2
w26949,2020,4,How Does Household Spending Respond to an Epidemic? Consumption During the 2020 COVID-19 Pandemic,2
w26950,2020,4,"Aggregate and Firm-Level Stock Returns During Pandemics, in Real Time",NA
w26951,2020,4,Leaving No Ethical Value Behind: Triage Protocol Design for Pandemic Rationing,NA
w26952,2020,4,Demographic Determinants of Testing Incidence and COVID-19 Infections in New York City Neighborhoods,NA
w26953,2020,4,"Isolating the ""Tech"" from Ed Tech: Experimental Evidence on Computer Assisted Learning in China",NA
w26954,2020,4,U.S. Economic Activity During the Early Weeks of the SARS-Cov-2 Outbreak,NA
w26955,2020,4,Labor Market Polarization and the Great Divergence: Theory and Evidence,NA
w26956,2020,4,Avoiding Traffic Congestion Externalities? The Value of Urgency,NA
w26957,2020,4,"Is Fish Brain Food or Brain Poison? Sea Surface Temperature, Methyl-mercury and Child Cognitive Development",NA
w26958,2020,4,Why Are Corporate Payouts So High in the 2000s?,2
w26959,2020,4,The Labor Market Returns to Advanced Degrees,2
w26960,2020,4,International Trade and Social Connectedness,2
w26961,2020,4,Expanding and Diversifying the Pool of Undergraduates who Study Economics: Insights from a New Introductory Course at Harvard,2
w26962,2020,4,Disasters Everywhere: The Costs of Business Cycles Reconsidered,NA
w26963,2020,4,Reversing Reserves,NA
w26964,2020,4,Technological Innovation and Labor Income Risk,NA
w26965,2020,4,How Deadly Is COVID-19? Understanding The Difficulties With Estimation Of Its Fatality Rate,NA
w26966,2020,4,Presence and Persistence of Poverty in U.S. Tax Data,NA
w26967,2020,4,Does Ed Tech Substitute for Traditional Learning? Experimental Estimates of the Educational Production Function,NA
w26968,2020,4,Do Investors Care about Carbon Risk?,2
w26969,2020,4,"Understanding ""Wage Theft"": Evasion and Avoidance Responses to Minimum Wage Increases",NA
w26970,2020,4,Generalized Robustness and Dynamic Pessimism,NA
w26971,2020,4,"Firm-Level Exposure to Epidemic Diseases: COVID-19, SARS, and H1N1",NA
w26972,2020,4,Beyond Cobb-Douglas: Flexibly Estimating Matching Functions with Unobserved Matching Efficiency,NA
w26973,2020,4,Should Germany Have Built a New Wall? Macroeconomic Lessons from the 2015-18 Refugee Wave,2
w26974,2020,4,The Implications of Heterogeneity and Inequality for Asset Pricing,2
w26975,2020,4,Relief Rally: Senators As Feckless As the Rest of Us at Stock Picking,NA
w26976,2020,4,The Impact of Benefit Generosity on Workers' Compensation Claims: Evidence and Implications,NA
w26977,2020,4,News that Takes Your Breath Away: Risk Perceptions During an Outbreak of Vaping-related Lung Injuries,2
w26978,2020,4,Effects of the Affordable Care Act Dependent Coverage Mandate on Health Insurance Coverage for Individuals in Same-Sex Couples,2
w26979,2020,4,Every Day is Earth Day: Evidence on the Long-term Impact of Environmental Activism,NA
w26980,2020,4,Rising Burdens of Proofs and The Grand Bargain of Workers' Compensation Laws,NA
w26981,2020,4,A Simple Planning Problem for COVID-19 Lockdown,NA
w26982,2020,4,"Social Distancing, Internet Access and Inequality",NA
w26983,2020,4,COVID-Induced Economic Uncertainty,NA
w26984,2020,4,Optimal Mitigation Policies in a Pandemic: Social Distancing and Working from Home,2
w26985,2020,4,Risk Sharing Externalities,NA
w26986,2020,4,The Wealth Decumulation Behavior of the Retired Elderly in Italy: The Importance of Bequest Motives and Precautionary Saving,2
w26987,2020,4,COVID-19 and The Macroeconomic Effects of Costly Disasters,NA
w26988,2020,4,The Evolving Consequences of OxyContin Reformulation on Drug Overdoses,2
w26989,2020,4,How Are Small Businesses Adjusting to COVID-19? Early Evidence from a Survey,NA
w26990,2020,4,The Geographic Spread of COVID-19 Correlates with the Structure of Social Networks as Measured by Facebook,2
w26991,2020,4,Three Prongs for Prudent Climate Policy,2
w26992,2020,4,Did California's Shelter-in-Place Order Work? Early Coronavirus-Related Public Health Effects,NA
w26993,2020,4,In Praise of Moderation: Suggestions for the Scope and Use of Pre-Analysis Plans for RCTs in Economics,NA
w26994,2020,4,Do People Have a Bias for Low-Deductible Insurance?,NA
w26995,2020,4,The Macroeconomic Stabilization of Tariff Shocks: What is the Optimal Monetary Response?,NA
w26996,2020,4,Distributing Personal Income: Trends Over Time,3
w26997,2020,4,Sticky Capital Controls,NA
w26998,2020,4,Ageing-Driven Migration and Redistribution: Comparing Policy Regimes,NA
w26999,2020,4,Measuring Racial Discrimination in Bail Decisions,NA
w27000,2020,4,Optimal Regulation of E-cigarettes: Theory and Evidence,NA
w27001,2020,4,Energy Markets and Global Economic Conditions,NA
w27002,2020,4,Some Unpleasant Markup Arithmetic: Production Function Elasticities and their Estimation from Production Data,2
w27003,2020,4,What's up with the Phillips Curve?,2
w27004,2020,4,Shotgun Wedding: Fiscal and Monetary Policy,2
w27005,2020,4,Countervailing Market Power and Hospital Competition,NA
w27006,2020,4,No Line Left Behind: Assortative Matching Inside the Firm,NA
w27007,2020,4,Policy Implications of Models of the Spread of Coronavirus: Perspectives and Opportunities for Economists,NA
w27008,2020,4,Risk Perception Through the Lens of Politics in the Time of the COVID-19 Pandemic,NA
w27009,2020,4,Covid-19 Infection Externalities: Trading Off Lives vs. Livelihoods,NA
w27010,2020,4,Spending Less After (Seemingly) Bad News,NA
w27011,2020,4,The Roots of Agricultural Innovation: Patent Evidence of Knowledge Spillovers,3
w27012,2020,4,Disputes in International Investment and Trade,NA
w27013,2020,4,"The Fed's Response to Economic News Explains the ""Fed Information Effect""",NA
w27014,2020,4,Advances in Structural Vector Autoregressions with Imperfect Identifying Information,NA
w27015,2020,4,Innovative Growth Accounting,3
w27016,2020,4,Market Structure and Product Assortment: Evidence from a Natural Experiment in Liquor Licensure,NA
w27017,2020,4,Labor Markets During the COVID-19 Crisis: A Preliminary View,NA
w27018,2020,4,"Lock-downs, Loneliness and Life Satisfaction",2
w27019,2020,4,Covid-19: Testing Inequality in New York City,NA
w27020,2020,4,Economic Policy Incentives to Preserve Lives and Livelihoods,NA
w27021,2020,4,The Subways Seeded the Massive Coronavirus Epidemic in New York City,NA
w27022,2020,4,Is Financial Globalization in Reverse After the 2008 Global Financial Crisis? Evidence from Corporate Valuations,NA
w27023,2020,4,Estimating the COVID-19 Infection Rate: Anatomy of an Inference Problem,2
w27024,2020,4,On Vickrey's Income Averaging,NA
w27025,2020,4,Portfolio Choice with Sustainable Spending: A Model of Reaching for Yield,2
w27026,2020,4,Can the Unemployed Borrow? Implications for Public Insurance,NA
w27027,2020,4,Tracking Public and Private Responses to the COVID-19 Epidemic: Evidence from State and Local Government Actions,2
w27028,2020,4,Estimating the Fraction of Unreported Infections in Epidemics with a Known Epicenter: an Application to COVID-19,2
w27029,2020,4,Variation in Performance of Commonly Used Statistical Methods for Estimating Effectiveness of State-Level Opioid Policies on Opioid-Related Mortality,NA
w27030,2020,4,"Good-Bye Original Sin, Hello Risk On-Off, Financial Fragility, and Crises?",2
w27031,2020,4,Endogenous Education and Long-Run Factor Shares,2
w27032,2020,4,Hometown Ties and the Quality of Government Monitoring: Evidence from Rotation of Chinese Auditors,2
w27033,2020,4,"Beyond Reading, Writing, and Arithmetic: The Role of Teachers and Schools in Reporting Child Maltreatment",NA
w27034,2020,4,Big G,NA
w27035,2020,4,Saving for Multiple Financial Needs: Evidence from Lockboxes and Mobile Money in Malawi,NA
w27036,2020,4,Price Discovery and Liquidity Recovery: Forex Market Reactions to Macro Announcements,2
w27037,2020,4,Evidence on Job Search Models from a Survey of Unemployed Workers in Germany,NA
w27038,2020,4,Managing Intelligence: Skilled Experts and AI in Markets for Complex Products,NA
w27039,2020,4,Voluntary and Mandatory Social Distancing: Evidence on COVID-19 Exposure Rates from Chinese Provinces and Selected Countries,NA
w27040,2020,4,Immigration Policy Levers for US Innovation and Startups,3
w27041,2020,4,Bilateral Information Disclosure in Adverse Selection Markets with Nonexclusive Competition,NA
w27042,2020,4,Which Retail Outlets Generate the Most Physical Interactions?,NA
w27043,2020,4,Demographic Perspectives on Mortality of Covid-19 and Other Epidemics,2
w27044,2020,4,"A Model of Endogenous Risk Intolerance and LSAPs: Asset Prices and Aggregate Demand in a ""Covid-19"" Shock",2
w27045,2020,4,"Income Segregation: Up or Down, and for Whom?",2
w27046,2020,4,Health versus Wealth: On the Distributional Effects of Controlling a Pandemic,NA
w27047,2020,4,"Macroeconomic Dynamics and Reallocation in an Epidemic: Evaluating the ""Swedish Solution""",NA
w27048,2020,4,Elusive Safety: The New Geography of Capital Flows and Risk,NA
w27049,2020,4,"Non-Pharmaceutical Interventions and Mortality in U.S. Cities during the Great Influenza Pandemic, 1918-1919",NA
w27050,2020,4,It Takes a Village: The Economics of Parenting with Neighborhood and Peer Effects,NA
w27051,2020,4,A Sticky-Price View of Hoarding,NA
w27052,2020,4,Does the US Tax Code Favor Automation?,2
w27053,2020,4,Persistence Despite Revolutions,NA
w27054,2020,4,Information and the Persistence of the Gender Wage Gap: Early Evidence from California's Salary History Ban,NA
w27055,2020,4,Corporate Immunity to the COVID-19 Pandemic,2
w27056,2020,4,Loan Types and the Bank Lending Channel,2
w27057,2020,4,Financial Education Affects Financial Knowledge and Downstream Behaviors,2
w27058,2020,4,Corporate Taxes and Retail Prices,NA
w27059,2020,4,Internal and External Effects of Social Distancing in a Pandemic,2
w27060,2020,4,Economic Activity and the Value of Medical Innovation during a Pandemic,2
w27061,2020,4,Labor Demand in the time of COVID-19: Evidence from vacancy postings and UI claims,2
w27062,2020,4,Pandemic Lockdown: The Role of Government Commitment,2
w27063,2020,4,Sequential Lifting of COVID-19 Interventions with Population Heterogeneity,NA
w27064,2020,4,The Long and Short (Run) of Trade Elasticities,NA
w27065,2020,4,Should the U.S. Government Issue Floating Rate Notes?,NA
w27066,2020,4,Mitigating Disaster Risks in the Age of Climate Change,NA
w27067,2020,4,Original Sin and the Great Depression,NA
w27068,2020,4,Asian American Discrimination in Harvard Admissions,2
w27069,2020,5,"Inequality and the Safety Net Throughout the Income Distribution, 1929-1940",3
w27070,2020,5,Does Economics Make You Sexist?,NA
w27071,2020,5,Team Players: How Social Skills Improve Group Performance,NA
w27072,2020,5,Geographic Mobility in America: Evidence from Cell Phone Data,NA
w27073,2020,5,Islam and the State: Religious Education in the Age of Mass Schooling,NA
w27074,2020,5,Optimal Bailouts and the Doom Loop with a Financial Network,2
w27075,2020,5,"Immigration, Innovation, and Growth",NA
w27076,2020,5,Generosity Across the Income and Wealth Distributions,2
w27077,2020,5,Trade Credit and the Transmission of Unconventional Monetary Policy,NA
w27078,2020,5,Is the Supply of Charitable Donations Fixed? Evidence from Deadly Tornadoes,2
w27079,2020,5,Incentivizing Behavioral Change: The Role of Time Preferences,NA
w27080,2020,5,Economics of Research and Innovation in Agriculture,NA
w27081,2020,5,Electricity and Firm Productivity: A General-Equilibrium Approach,NA
w27082,2020,5,Global Behaviors and Perceptions at the Onset of the COVID-19 Pandemic,NA
w27083,2020,5,Steering Incentives of Platforms: Evidence from the Telecommunications Industry,NA
w27084,2020,5,Interest Rate Uncertainty as a Policy Tool,NA
w27085,2020,5,Which Workers Bear the Burden of Social Distancing?,2
w27086,2020,5,Ambiguous Pollution Response to COVID-19 in China,NA
w27087,2020,5,The Value of Time: Evidence From Auctioned Cab Rides,NA
w27088,2020,5,Dissecting Mechanisms of Financial Crises: Intermediation and Sentiment,NA
w27089,2020,5,Do Differences in School Quality Generate Heterogeneity in the Causal Returns to Education?,NA
w27090,2020,5,Dropouts Need Not Apply? The Minimum Wage and Skill Upgrading,2
w27091,2020,5,When Do Shelter-in-Place Orders Fight COVID-19 Best? Policy Heterogeneity Across States and Adoption Time,2
w27092,2020,5,Measuring the Perceived Liquidity of the Corporate Bond Market,NA
w27093,2020,5,Expected Profits and The Scientific Novelty of Innovation,NA
w27094,2020,5,A New Method for Estimating Teacher Value-Added,NA
w27095,2020,5,Did the Paycheck Protection Program Hit the Target?,NA
w27096,2020,5,Employer Policies and the Immigrant-Native Earnings Gap,2
w27097,2020,5,"Income, Liquidity, and the Consumption Response to the 2020 Economic Stimulus Payments",NA
w27098,2020,5,Office Visits Preventing Emergency Room Visits: Evidence From the Flint Water Switch,NA
w27099,2020,5,Health vs. Wealth? Public Health Policies and the Economy During Covid-19,NA
w27100,2020,5,Inequality of Fear and Self-Quarantine: Is There a Trade-off between GDP and Public Health?,2
w27101,2020,5,The Boll Weevil's Impact on Racial Income Gaps in the Early Twentieth Century,NA
w27102,2020,5,Optimal Targeted Lockdowns in a Multi-Group SIR Model,2
w27103,2020,6,Do Youth Employment Programs Work? Evidence from the New Deal,NA
w27104,2020,5,The Macroeconomics of Testing and Quarantining,2
w27105,2020,5,Pandemic Recession: L or V-Shaped?,2
w27106,2020,5,How Valuable is Financial Flexibility when Revenue Stops? Evidence from the COVID-19 Crisis,2
w27107,2020,5,Education and Innovation: The Long Shadow of the Cultural Revolution,NA
w27108,2020,5,The Variance Risk Premium in Equilibrium Models,NA
w27109,2020,5,Taxation and Innovation: What Do We Know?,3
w27110,2020,5,"Social Security Wealth, Inequality, and Lifecycle Saving",3
w27111,2020,5,An Economic Approach to Regulating Algorithms,NA
w27112,2020,5,Monetary and Fiscal Policies in Times of Large Debt: Unity is Strength,NA
w27113,2020,5,The Macroprudential Role of Stock Markets,NA
w27114,2020,5,The Effect of the U.S.-China Trade War on U.S. Investment,NA
w27115,2020,5,Debt and Taxes in Eight U.S. Wars and Two Insurrections,NA
w27116,2020,5,The Fiscal Theory of Price Level with a Bubble,NA
w27117,2020,5,The Effect of Changes in Alcohol Tax Differentials on Alcohol Consumption,2
w27118,2020,5,Transfers vs Credit Policy: Macroeconomic Policy Trade-offs during Covid-19,NA
w27119,2020,5,A Note on Long-Run Persistence of Public Health Outcomes in Pandemics,NA
w27120,2020,5,The Value of Health Insurance during a Crisis: Effects of Medicaid Implementation on Pandemic Influenza Mortality,NA
w27121,2020,5,COVID-19 and the Welfare Effects of Reducing Contagion,NA
w27122,2020,5,"The Macroeconomics of Automation: Data, Theory, and Policy Analysis",2
w27123,2020,5,"The Wealth of Generations, With Special Attention to the Millennials",3
w27124,2020,5,"Covid-19, Shelter-In Place Strategies and Tipping",NA
w27125,2020,5,The Effects of Need-Based Financial Aid on Employment and Earnings: Experimental Evidence from the Fund for Wisconsin Scholars,NA
w27126,2020,5,Does Information Disclosure Improve Consumer Knowledge? Evidence from a Randomized Experiment of Restaurant Menu Calorie Labels,NA
w27127,2020,5,Is the Cure Worse than the Problem Itself? Immediate Labor Market Effects of COVID-19 Case Rates and School Closures in the U.S.,NA
w27128,2020,5,"Estimating and Simulating a SIRD Model of COVID-19 for Many Countries, States, and Cities",2
w27129,2020,5,"International Equity and Debt Flows: Composition, Crisis, and Controls",NA
w27130,2020,5,Does Biology Drive Child Penalties? Evidence from Biological and Adoptive Families,2
w27131,2020,5,"The First Weeks of the Coronavirus Crisis: Who Got Hit, When and Why? Evidence from Norway",NA
w27132,2020,5,Determinants of Disparities in Covid-19 Job Losses,NA
w27133,2020,5,Trade and Welfare (Across Local Labor Markets),NA
w27134,2020,5,"Social Interactions in Pandemics: Fear, Altruism, and Reciprocity",NA
w27135,2020,5,Expected Health Effects of Reduced Air Pollution from COVID-19 Social Distancing,NA
w27136,2020,5,What Keeps Stablecoins Stable?,NA
w27137,2020,5,COVID-19 Is Also a Reallocation Shock,2
w27138,2020,5,Paid sick-leave and physical mobility: Evidence from the United States during a pandemic,NA
w27139,2020,5,The Darwinian Returns to Scale,NA
w27140,2020,5,Entry vs. Rents: Aggregation with Economies of Scale,NA
w27141,2020,5,"The Cost of the Covid-19 Crisis: Lockdowns, Macroeconomic Expectations, and Consumer Spending",NA
w27142,2020,5,The Use of Group-Level Approaches to Environmental and Natural Resource Policy,2
w27143,2020,5,Paying It Backward and Forward: Expanding Access to Convalescent Plasma Therapy Through Market Design,NA
w27144,2020,5,Measuring Real Consumption and CPI Bias under Lockdown Conditions,NA
w27145,2020,5,Innovation and Entrepreneurship in the Energy Sector,3
w27146,2020,5,Kill Zone,NA
w27147,2020,5,The Impact of Retaliatory Tariffs on Agricultural and Food Trade,NA
w27148,2020,5,Trade in Technology: A Potential Solution to the Food Security Challenges of the 21st Century,2
w27149,2020,5,Systemic Credit Freezes in Financial Lending Networks,2
w27150,2020,5,How Resilient is Venture-Backed Innovation? Evidence from Four Decades of U.S. Patenting,NA
w27151,2020,5,Machine Learning in Gravity Models: An Application to Agricultural Trade,NA
w27152,2020,5,Supply and Demand in Disaggregated Keynesian Economies with an Application to the Covid-19 Crisis,NA
w27153,2020,5,Leader Value Added: Assessing the Growth Contribution of Individual National Leaders,NA
w27154,2020,5,The Gender Gap in Tech & Competitive Work Environments? Field Experimental Evidence from an Internet-of-Things Product Development Platform,NA
w27155,2020,5,Prospect Theory and Stock Market Anomalies,2
w27156,2020,5,The Winners and Losers of Immigration: Evidence from Linked Historical Data,NA
w27157,2020,5,"Poverty, Depression, and Anxiety: Causal Evidence and Mechanisms",2
w27158,2020,5,Zombie Credit and (Dis-)Inflation: Evidence from Europe,NA
w27159,2020,5,The U.S. Labor Market during the Beginning of the Pandemic Recession,NA
w27160,2020,5,Earnings Expectations in the COVID Crisis,NA
